Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,transformed_solubility,transformed_smiles
Diazinon,-3.989,1,304.35200000000003,0,1,7,53.47,-3.64,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,96.12903225806451,AABK{~E}{BAA}Baraa{A}da{dr}A{A}A
2-Undecanol,-3.096,1,172.312,1,0,8,20.23,-2.94,CCCCCCCCCC(C)O,28.737864077669904,AAAAAAAAAA{A}B
"2,2',3,4,6-PCB",-6.627000000000001,1,326.437,0,2,1,0.0,-7.43,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,52.0,Zaraaa{a{Z}ar}asa{Z}aaa{Z}asZ 
Lenacil,-3.355,1,234.29899999999995,1,3,1,54.86,-4.593999999999999,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,80.74193548387096,B~as{dH}arAAAara{~B}dsAtAAAAAt
Phorate,-3.747,1,260.386,0,0,8,18.46,-4.11,CCOP(=S)(OCC)SCSCC,88.54838709677418,AABK{~E}{BAA}EAEAA
Phenacetin,-2.342,1,179.219,1,1,3,38.33,-2.35,CCOc1ccc(NC(=O)C)cc1,0.11152416356876922,AABaraaa{DA{~B}A}aar
Dinitramine,-4.479,1,322.243,1,1,5,115.54000000000002,-5.47,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,57.64028776978417,AAD{AA}ara{aa{a{D}arD{~B}~B}A{G}{G}G}D{~B}~B
1-Heptanol,-1.751,1,116.204,1,0,5,20.23,-1.81,CCCCCCCO,10.148698884758362,AAAAAAAB
Theophylline,-1.452,1,180.167,1,2,0,72.68,-1.39,Cn1c(=O)n(C)c2nc[nH]c2c1=O,17.955390334572492,Adra{~B}d{A}asda{dH}asar~B
Butethal,-1.974,1,212.249,2,1,4,75.27000000000001,-1.661,CCCCC1(CC)C(=O)NC(=O)NC1=O,12.9182156133829,AAAAAr{AA}A{~B}DA{~B}DAr~B
"P,P'-DDE",-6.553,1,318.0300000000001,0,2,2,0.0,-6.9,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,53.525179856115116,ZA{Z}~A{araaa{Z}aar}asaaa{Z}aas
Methyl octanoate,-2.608,1,158.241,0,0,6,26.3,-3.17,CCCCCCCC(=O)OC,24.271844660194176,AAAAAAAA{~B}BA
"1,4-Diethylbenzene ",-3.633,1,134.22199999999998,0,1,2,0.0,-3.75,CCc1ccc(CC)cc1,94.35483870967742,AAaraaa{AA}aar
Terbufos,-4.367,1,288.44,0,0,7,18.46,-4.755,CCOP(=S)(OCC)SCSC(C)(C)C,59.697841726618705,AABK{~E}{BAA}EAEA{A}{A}A
Phenmedipham,-4.229,1,300.314,2,2,3,76.66,-4.805,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,59.55395683453237,ABA{~B}Daraaaa{BA{~B}Dasaaaa{A}as}ar
"1,1-Dichloroethylene",-1.939,1,96.944,0,0,0,0.0,-1.64,ClC(=C)Cl,13.308550185873608,ZA{~A}Z
1-Methylfluorene,-4.478,1,180.25000000000003,0,3,0,0.0,-5.22,Cc1cccc2c1Cc3ccccc32,58.359712230215834,AaraaaasarAataaaaats
Valeraldehyde,-1.103,1,86.13399999999999,0,0,3,17.07,-0.85,CCCCC=O,62.88732394366197,AAAAA~B
Diphenylamine,-3.857,2,169.227,1,2,2,12.03,-3.504,N(c1ccccc1)c2ccccc2,98.32258064516128,D{araaaaar}asaaaaas
Fenothiocarb,-3.297,1,253.367,0,1,6,29.540000000000003,-3.927,CN(C)C(=O)SCCCCOc1ccccc1,91.5,AD{A}A{~B}EAAAABaraaaaar
Piperophos,-4.637,1,353.4900000000001,0,1,9,38.77,-4.15,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,87.9032258064516,AAABK{~E}{BAAA}EAA{~B}DrAAAAArA
1-Iodoheptane,-3.904,1,226.101,0,0,5,0.0,-4.81,CCCCCCCI,59.539568345323744,AAAAAAAH
3-Chlorobiphenyl,-4.685,1,188.657,0,2,1,0.0,-4.88,c1c(Cl)cccc1c2ccccc2,59.33812949640288,ara{Z}aaaarasaaaaas
4-Pentene-1-ol,-0.7909999999999999,1,86.134,1,0,3,20.23,-0.15,OCCCC=C,67.8169014084507,BAAAA~A
Cyclobutyl-5-spirobarbituric acid,-0.527,1,168.15200000000002,2,2,0,75.27,-1.655,O=C2NC(=O)C1(CCC1)C(=O)N2,13.02973977695167,B~AsDA{~B}Ar{AAAr}A{~B}Ds
menthol,-2.782,1,156.269,1,1,1,20.23,-2.53,CC(C)C1CCC(C)CC1O ,36.699029126213595,AA{A}ArAAA{A}AArB 
Isopropyl formate,-0.684,1,88.106,0,0,2,26.3,-0.63,CC(C)OC=O,64.43661971830986,AA{A}BA~B
2-Heptanol ,-1.6780000000000002,1,116.20399999999998,1,0,4,20.23,-1.55,CCCCCC(C)O,14.981412639405203,AAAAAA{A}B
p-Bromoacetanilide,-3.012,1,214.062,1,1,1,29.1,-3.083,CC(=O)Nc1ccc(Br)cc1,25.961165048543684,AA{~B}Daraaa{X}aar
brompyrazone,-3.005,1,266.098,1,2,1,60.91,-3.127,c1ccccc1n2ncc(N)c(Br)c2(=O),25.10679611650486,araaaaardsdaa{D}a{X}as{~B}
nifedipine,-4.248,1,346.33900000000017,1,2,4,107.77,-4.76,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,59.68345323741008,ABA{~B}Ar~A{A}DA{~A{ArasaaaaasD{~B}~B}A{~B}BA}A 
"2,7-dimethylquinoline",-3.342,1,157.216,0,2,0,12.89,-1.94,c2c(C)cc1nc(C)ccc1c2 ,7.732342007434943,asa{A}aarda{A}aaaras 
1-Octyne ,-2.509,1,110.2,0,0,4,0.0,-3.66,CCCCCCC#C,95.80645161290322,AAAAAAA^A
cyclobarbital,-2.421,1,236.27099999999996,2,2,2,75.27000000000001,-2.17,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,3.4572490706319696,AAAr{A{~B}DA{~B}DAr~B}As~AAAAAs 
Chrysene,-5.568,2,228.294,0,4,0,0.0,-8.057,c1ccc2c(c1)ccc3c4ccccc4ccc23,50.19568345323741,araaasa{ar}aaatauaaaaauaaast
Bromacil,-3.419,1,261.119,1,1,2,54.86,-2.523,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,36.83495145631068,AAA{A}dra{~B}{dH}a{A}a{X}ar~B 
"2,2',3,3',5,6-PCB",-7.185,1,360.88200000000006,0,2,1,0.0,-8.6,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,48.63309352517985,Zaraaaa{arZ}asa{Z}a{Z}aa{Z}asZ 
2-Methylphenol,-2.281,1,108.14,1,1,0,20.23,-0.62,Cc1ccccc1O,64.50704225352113,AaraaaaarB
"2,2,5-Trimethylhexane",-3.631,1,128.259,0,0,2,0.0,-5.05,CC(C)CCC(C)(C)C,58.84892086330935,AA{A}AAA{A}{A}A
"1,4-Dimethylnaphthalene ",-4.147,1,156.228,0,2,0,0.0,-4.14,Cc1ccc(C)c2ccccc12,88.06451612903226,Aaraaa{A}asaaaaars
6-Methylchrysene,-5.931,1,242.321,0,4,0,0.0,-6.57,Cc1cc2c3ccccc3ccc2c4ccccc14,54.4748201438849,Aaraasataaaaataaasauaaaaaru
2-Pentanone,-0.846,1,86.13399999999999,0,0,2,17.07,-0.19,CCCC(=O)C,67.53521126760565,AAAA{~B}A
"2,2',3,3',5,5',6,6'-PCB",-8.304,1,429.77200000000016,0,2,1,0.0,-9.15,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,47.05035971223022,Zaraa{Z}a{Z}a{arZ}asa{Z}a{Z}aa{Z}asZ 
Methyl butyrate,-1.545,1,116.15999999999998,0,0,3,26.3,-0.82,CCCOC(=O)CC,63.098591549295776,AAABA{~B}AA
Triamcinolone,-2.734,1,394.43900000000014,4,4,2,115.06000000000002,-3.68,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,95.48387096774192,AAtuAA{B}Ar{G}A{AAAs~AA{~B}A~AArsA}AtAA{B}Au{B}A{~B}AB
p-Aminophenol,-1.231,1,109.128,2,1,0,46.25,-0.8,Nc1ccc(O)cc1,63.23943661971831,Daraaa{B}aar
Benznidazole,-2.321,1,260.253,1,2,5,90.06,-2.81,O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,31.2621359223301,B~A{AdraadarD{~B}~B}DAasaaaaas
"Atovaquone(0,430mg/ml) - neutral",-6.269,1,366.84400000000016,1,4,2,54.37,-5.931,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,56.313669064748204,BAu~A{ArAAA{AAr}asaaa{Z}aas}A{~B}ataaaaatAu~B
Trietazine,-3.233,1,229.715,1,1,5,53.940000000000005,-4.06,CCNc1nc(Cl)nc(n1)N(CC)CC,89.35483870967742,AADarda{Z}da{dr}D{AA}AA
Pyrazinamide,-0.674,1,123.11499999999998,1,1,1,68.87,-0.667,NC(=O)c1cnccn1,64.17605633802816,DA{~B}aradaadr
Carbromal,-2.198,1,237.097,2,0,3,72.19,-2.68,CCC(Br)(CC)C(=O)NC(N)=O,33.78640776699029,AAA{X}{AA}A{~B}DA{D}~B
"2,2'-PCB",-4.984,1,223.102,0,2,1,0.0,-5.27,Clc1ccccc1c2ccccc2Cl ,58.215827338129486,ZaraaaaarasaaaaasZ 
nitrofurantoin,-1.243,1,238.159,1,2,3,118.04999999999998,-3.38,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,20.19417475728156,B~AsAD{D~Aaraaa{br}D{~B}~B}A{~B}Ds 
Nitrofen,-5.361000000000001,1,284.098,0,2,3,52.37,-5.46,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,57.669064748201436,Zasaaa{Baraaa{aar}D{~B}~B}a{Z}as
Camphor,-2.158,1,152.237,0,2,0,17.07,-1.96,CC1(C)C2CCC1(C)C(=O)C2,7.360594795539033,AAr{A}AsAAAr{A}A{~B}As
5-Allyl-5-phenylbarbital,-2.36,1,244.25,2,2,3,75.27000000000001,-2.369,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,39.825242718446596,B~ArDA{~B}DA{~B}Ar{AA~A}araaaaar
Pentyl propanoate,-1.899,1,130.18699999999998,0,0,4,26.3,-2.25,CCCCC(=O)OCC,1.970260223048325,AAAAA{~B}BAA
Isopentyl acetate,-1.817,1,130.18699999999998,0,0,3,26.3,-1.92,CC(C)CCOC(=O)C,8.104089219330856,AA{A}AABA{~B}A
3-Hexanoyloxymethylphenyltoin,-4.1530000000000005,1,380.444,1,3,8,75.71,-5.886,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,56.4431654676259,B~ArD{ABA{~B}AAAAA}A{~B}A{Dr}{asaaaaas}ataaaaat
"2,3',5-PCB",-5.7620000000000005,1,257.547,0,2,1,0.0,-6.01,Clc1cccc(c1)c2cc(Cl)ccc2Cl ,56.086330935251794,Zaraaaa{ar}asaa{Z}aaasZ 
1-Bromopropane,-1.949,1,122.993,0,0,1,0.0,-1.73,CCCBr,11.635687732342006,AAAX
Propiconazole,-4.603,1,342.2260000000001,0,3,5,49.17,-3.4930000000000003,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,98.5,AAAArABA{Adsadads}{Br}ataaa{Z}aatZ
Formothion,-2.087,1,257.273,0,0,6,55.84,-1.995,COP(=S)(OC)SCC(=O)N(C)C=O,6.710037174721187,ABK{~E}{BA}EAA{~B}D{A}A~B
4-methylpteridine,-1.24,1,146.15299999999996,0,2,0,51.56,-0.466,Cc1ncnc2nccnc12,65.59154929577466,Aardadasdaadars
Thiourea,0.3289999999999999,1,76.12400000000001,2,0,0,52.04,0.32,NC(=S)N,71.12676056338027,DA{~E}D
p-Xylene ,-3.035,1,106.168,0,1,0,0.0,-2.77,Cc1ccc(C)cc1,32.03883495145631,Aaraaa{A}aar
"1,2-Diethylbenzene",-3.6010000000000004,1,134.22199999999998,0,1,2,0.0,-3.28,CCc1ccccc1CC,22.135922330097095,AAaraaaaarAA
Hexachloroethane,-4.215,1,236.74,0,0,0,0.0,-3.67,ClC(Cl)(Cl)C(Cl)(Cl)Cl,95.64516129032258,ZA{Z}{Z}A{Z}{Z}Z
Flucythrinate,-6.877999999999999,1,451.4690000000001,0,3,9,68.55000000000001,-6.876,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,53.59424460431654,AA{A}A{A{~B}BA{A^D}araaaa{Basaaaaas}ar}ataaa{BA{G}G}aat
1-Nitropropane,-0.816,1,89.09399999999998,0,0,2,43.14,-0.8,CCCN(=O)=O,63.23943661971831,AAAD{~B}~B
Menthone,-2.516,1,154.253,0,1,1,17.07,-2.35,CC(C)C1CCC(C)CC1=O,0.11152416356876922,AA{A}ArAAA{A}AAr~B
RTI 24,-4.423,1,273.723,1,3,1,45.23,-5.36,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,57.9568345323741,AADsaraa{Z}aaarDA{~B}ataaadast 
"2,3-Dichloronitrobenzene",-3.322,1,192.00100000000003,0,1,1,43.14,-3.48,O=N(=O)c1c(Cl)c(Cl)ccc1,98.70967741935483,B~D{~B}ara{Z}a{Z}aaar
thiamylal,-3.063,1,254.355,2,1,5,58.2,-3.46,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,99.03225806451613,AAAA{A}Ar{AA~A}A{~B}DA{~E}DAr~B 
Fluoranthene,-4.957,2,202.256,0,4,0,0.0,-6.0,c1ccc2c(c1)c3cccc4cccc2c34,56.11510791366906,araaasa{ar}ataaaauaaaasatu
Propylisopropylether,-1.354,1,102.17699999999998,0,0,3,9.23,-1.34,CCCOC(C)C,18.884758364312265,AAABA{A}A
"1,3-Dimethylnaphthalene",-4.147,1,156.22799999999998,0,2,0,0.0,-4.29,Cc1cc(C)c2ccccc2c1,85.64516129032258,Aaraa{A}asaaaaasar
diethylstilbestrol,-5.074,1,268.356,2,2,4,40.46,-4.07,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,89.19354838709677,AAA{~A{AA}araaa{B}aar}asaaa{B}aas 
Chlorothalonil,-3.995,1,265.914,0,1,0,47.58,-5.64,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,57.151079136690655,ar{A^D}a{Z}a{A^D}a{Z}a{Z}a{Z}r
"2,3',4',5-PCB",-6.312,1,291.992,0,2,1,0.0,-7.25,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,52.517985611510795,Zaraaa{Z}a{ar}asaaa{Z}a{Z}as
styrene oxide,-1.826,2,120.15099999999995,0,2,1,12.53,-1.6,C1OC1c2ccccc2 ,14.052044609665426,ArBArasaaaaas 
Isopropylbenzene ,-3.265,1,120.19499999999996,0,1,1,0.0,-3.27,CC(C)c1ccccc1,22.330097087378643,AA{A}araaaaar
Deoxycorticosterone,-3.939,1,330.4680000000001,1,4,2,54.370000000000005,-3.45,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,99.19354838709677,AArsAAAtA{AAAu~AA{~B}AAAtuA}AsAAArA{~B}AB
chlorquinox,-4.438,1,267.93,0,2,0,25.78,-5.43,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,57.75539568345324,as{Z}a{Z}a{Z}ardaadaras{Z} 
L-arabinose,0.601,1,150.13,4,1,0,90.15,0.39,C1OC(O)C(O)C(O)C1O,71.61971830985917,ArBA{B}A{B}A{B}ArB
Dichloromethane,-1.156,1,84.93299999999999,0,0,0,0.0,-0.63,ClCCl,64.43661971830986,ZAZ
1-Ethylnaphthalene ,-4.1,1,156.22799999999998,0,2,1,0.0,-4.17,CCc1cccc2ccccc12,87.58064516129032,AAaraaaasaaaaars
Methyl formate,-0.048,1,60.05200000000001,0,0,1,26.3,0.58,COC=O,72.95774647887325,ABA~B
o-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-1.74,Oc1ccccc1N(=O)=O,11.44981412639405,BaraaaaarD{~B}~B
thymine,-0.78,1,126.115,2,1,0,65.72,-1.506,Cc1c[nH]c(=O)[nH]c1=O ,15.799256505576206,Aara{dH}a{~B}{dH}ar~B 
2-Methylpropane,-1.891,1,58.124,0,0,0,0.0,-2.55,CC(C)C,36.310679611650485,AA{A}A
Inosine,-0.8340000000000001,1,268.22900000000004,4,3,2,133.75,-1.23,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,60.2112676056338,BAArBA{A{B}ArB}dsadata{B}dadast
Ioxynil,-4.615,1,370.915,1,1,0,44.02,-3.61,Oc1c(I)cc(C#N)cc1I,96.61290322580646,Bara{H}aa{A^D}aarH
Niclosamide,-5.032,1,327.1230000000001,2,2,3,92.47,-4.7,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,59.856115107913666,Baraaa{Z}aarA{~B}Dasaaa{aasZ}D{~B}~B
Pentane,-2.261,1,72.151,0,0,2,0.0,-3.18,CCCCC,24.077669902912618,AAAAA
Phenol,-1.991,1,94.113,1,1,0,20.23,0.0,c1ccccc1O,68.87323943661971,araaaaarB
2-aminoanthracene,-3.789,1,193.249,1,3,0,26.02,-5.17,Nc3ccc2cc1ccccc1cc2c3 ,58.50359712230217,Dataaasaaraaaaaraasat 
theobromine,-1.05,1,180.167,1,2,0,72.68,-2.523,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,36.83495145631068,Adradasd{A}a{~B}{dH}a{~B}ars 
Isoquinoline,-2.531,2,129.16199999999998,0,2,0,12.89,-1.45,c1ccc2cnccc2c1,16.840148698884757,araaasadaaasar
Anilofos,-5.106,1,367.86,0,1,7,38.77,-4.432,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,83.35483870967741,ABK{~E}{BA}EAA{~B}D{A{A}A}araaa{Z}aar
Hexylbenzene ,-4.22,1,162.276,0,1,5,0.0,-5.21,CCCCCCc1ccccc1,58.388489208633096,AAAAAAaraaaaar
2-Chlorobiphenyl,-4.5280000000000005,1,188.657,0,2,1,0.0,-4.54,Clc1ccccc1c2ccccc2,81.61290322580645,Zaraaaaarasaaaaas
2-Methyl-1-Pentene,-2.3480000000000003,1,84.16199999999999,0,0,2,0.0,-3.03,CCCC(=C)C,26.99029126213593,AAAA{~A}A
"2,3,4-Trimethylpentane",-3.276,1,114.232,0,0,2,0.0,-4.8,CC(C)C(C)C(C)C,59.56834532374101,AA{A}A{A}A{A}A
Pentachlorobenzene,-5.167999999999999,1,250.339,0,1,0,0.0,-5.65,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,57.122302158273385,Zaraa{Z}a{Z}a{Z}arZ
m-Nitrophenol,-2.318,1,139.11,1,1,1,63.37,-1.01,Oc1cccc(c1)N(=O)=O,61.76056338028169,Baraaaa{ar}D{~B}~B
1-Decene,-3.781,1,140.26999999999998,0,0,7,0.0,-5.51,CCCCCCCCC=C,57.5251798561151,AAAAAAAAA~A
Glyceryl triacetate,-1.285,1,218.205,0,0,5,78.9,-0.6,CC(=O)OCC(COC(=O)C)OC(=O)C,64.64788732394366,AA{~B}BAA{ABA{~B}A}BA{~B}A
dimethirimol,-3.57,1,209.293,1,1,4,49.25000000000001,-2.24,CCCCc1c(C)nc(nc1O)N(C)C ,2.1561338289962766,AAAAara{A}da{darB}D{A}A 
Cyfluthrin,-6.84,1,434.29400000000015,0,3,6,59.32000000000001,-7.337000000000001,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,52.26762589928058,AAr{A}A{A~A{Z}Z}ArA{~B}BA{A^D}asaaa{G}a{Bataaaaat}as
Pyridine,-1.481,2,79.10199999999998,0,1,0,12.89,0.76,c1ccncc1,74.22535211267606,araadaar
1-Bromoheptane,-3.366,1,179.101,0,0,5,0.0,-4.43,CCCCCCCBr,83.38709677419354,AAAAAAAX
"3,4-Dimethylpyridine",-2.067,1,107.156,0,1,0,12.89,0.36,Cc1ccncc1C,71.40845070422534,AaraadaarA
Fludrocortisone,-3.172,1,380.4560000000001,3,4,2,94.83,-3.43,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,99.51612903225806,AAtuAA{B}Ar{G}A{AAAs~AA{~B}AAArsA}AtAAAu{B}A{~B}AB 
ethiofencarb,-2.855,1,225.313,1,1,4,38.33,-2.09,CCSCc1ccccc1OC(=O)NC ,4.944237918215615,AAEAaraaaaarBA{~B}DA 
Malonic acid diethylester,-1.413,1,160.16899999999998,0,0,4,52.60000000000001,-0.82,CCOC(=O)CC(=O)OCC,63.098591549295776,AABA{~B}AA{~B}BAA
d-Limonene,-3.429,1,136.238,0,1,1,0.0,-4.26,CC1=CCC(CC1)C(C)=C,86.12903225806451,AAr~AAA{AAr}A{A}~A
Indan,-3.057,2,118.17899999999996,0,2,0,0.0,-3.04,C1Cc2ccccc2C1,26.79611650485437,ArAasaaaaasAr
p-t-Butylphenol,-3.192,1,150.22099999999998,1,1,0,20.23,-2.41,CC(C)(C)c1ccc(O)cc1,39.02912621359223,AA{A}{A}araaa{B}aar
Cyclopropyl-5-spirobarbituric acid,-0.088,1,154.125,2,2,0,75.27,-1.886,O=C2NC(=O)C1(CC1)C(=O)N2 ,8.736059479553903,B~AsDA{~B}Ar{AAr}A{~B}Ds 
m-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-3.55,Clc1cccc(I)c1,97.58064516129032,Zaraaaa{H}ar
1-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.35,Brc1cccc2ccccc12,84.67741935483872,Xaraaaasaaaaars
trans-2-Pentene ,-2.076,1,70.135,0,0,1,0.0,-2.54,CC/C=C/C,36.50485436893204,AALA~ALA
"2,6-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.45,Cc1cccc(C)n1,72.04225352112677,Aaraaaa{A}dr
Trichloroethylene,-2.312,1,131.389,0,0,0,0.0,-1.96,ClC=C(Cl)Cl,7.360594795539033,ZA~A{Z}Z
1-Napthylamine,-2.721,1,143.189,1,2,0,26.02,-1.92,Nc1cccc2ccccc12,8.104089219330856,Daraaaasaaaaars
m-Xylene ,-3.035,1,106.168,0,1,0,0.0,-2.82,Cc1cccc(C)c1,31.067961165048548,Aaraaaa{A}ar
2-hydroxypteridine,-1.404,1,148.125,1,2,0,71.79,-1.947,Oc2ncc1nccnc1n2,7.602230483271373,Basdaardaadards
Methanol,0.441,1,32.042,1,0,0,20.23,1.57,CO,79.92957746478874,AB
Amobarbital,-2.312,1,226.276,2,1,4,75.27000000000001,-2.468,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,37.90291262135922,AAAr{AAA{A}A}A{~B}DA{~B}DAr~B
2-Butanone,-0.491,1,72.107,0,0,1,17.07,0.52,CCC(=O)C,72.53521126760563,AAA{~B}A
5-fluorouracil,-0.792,1,130.078,2,1,0,65.72,-1.077,Fc1c[nH]c(=O)[nH]c1=O ,61.2887323943662,Gara{dH}a{~B}{dH}ar~B 
tubercidin,-0.892,1,266.257,4,3,2,126.65,-1.95,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,7.5464684014869885,Dardadasd{aaars}AtBA{AB}A{B}AtB 
"1,3-Benzenediol",-1.59,1,110.11199999999998,2,1,0,40.46,0.81,Oc1cccc(O)c1,74.5774647887324,Baraaaa{B}ar
1-Hexanol,-1.3969999999999998,1,102.177,1,0,4,20.23,-1.24,CCCCCCO,60.14084507042254,AAAAAAB
1-Chloropentane,-2.294,1,106.596,0,0,3,0.0,-2.73,CCCCCCl,32.81553398058252,AAAAAZ
"1,3-Butadiene",-1.376,1,54.09199999999999,0,0,1,0.0,-1.87,C=CC=C,9.033457249070628,A~AA~A
Propyl acetate,-1.125,1,102.13299999999998,0,0,2,26.3,-0.72,CCCOC(=O)C,63.802816901408455,AAABA{~B}A
